Date,Price,Signal,Conviction,Regime,Stop_Loss,Take_Profit,Position_Size_%,Risk_Reward,Reasons,Warnings
2025-02-26,511.96,HOLD,0.666,Sideways / Choppy,496.6,537.56,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Fresh EMA 9/21 death cross | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (16) | Bearish: OBV below its moving average,PATIENCE: Sideways market — waiting for clarity
2025-02-27,497.75,HOLD,0.599,Sideways / Choppy,482.82,522.64,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (32.4) | Bullish: Stochastic oversold (1) | Bearish: Volume surge (1.7x avg) on down day | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band (potential bounce) | Bearish: Walking the lower Bollinger Band (strong downtrend) | Bearish Pattern: Three Black Crows (strength: 0.8),PATIENCE: Conviction too low (0.60 < 0.6)
2025-02-28,505.61,HOLD,0.246,Sideways / Choppy,490.44,530.89,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (39.7) | Bullish: Volume surge (1.5x avg) on up day | Bearish: OBV below its moving average,PATIENCE: Conviction too low (0.25 < 0.6)
2025-03-03,494.54,HOLD,0.386,Sideways / Choppy,479.7,519.27,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (34.1) | Bullish: Stochastic oversold (7) | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band (potential bounce) | Bearish: Walking the lower Bollinger Band (strong downtrend) | Bearish Pattern: Bearish Engulfing (strength: 0.8) | Bullish: Price near S1 support (498),PATIENCE: Conviction too low (0.39 < 0.6)
2025-03-04,493.05,HOLD,0.28,Sideways / Choppy,478.26,517.7,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (33.4) | Bullish: Stochastic oversold (15) | Bullish: Volume surge (2.1x avg) on up day | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band (potential bounce) | Bearish: Walking the lower Bollinger Band (strong downtrend) | Neutral Pattern: Doji (indecision),PATIENCE: Conviction too low (0.28 < 0.6)
2025-03-05,499.48,SELL,0.7,Sideways / Choppy,520.04,448.08,0.2500,2.5,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (39.1) | Bearish: OBV below its moving average | Bearish: Walking the lower Bollinger Band (strong downtrend) | Bearish: Price near R1 resistance (501),
2025-03-06,485.74,HOLD,0.463,Sideways / Choppy,471.17,510.03,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (32.7) | Bullish: Stochastic oversold (4) | Bearish: Volume surge (1.6x avg) on down day | Bearish: OBV below its moving average | Bearish: Walking the lower Bollinger Band (strong downtrend) | Bullish: Price near S2 strong support (484),PATIENCE: Conviction too low (0.46 < 0.6)
2025-03-07,489.31,HOLD,0.45,Sideways / Choppy,474.63,513.78,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (35.6) | Bullish: Stochastic oversold (19) | Bearish: OBV below its moving average | Bearish: Price near R1 resistance (493),PATIENCE: Conviction too low (0.45 < 0.6)
2025-03-10,470.34,HOLD,0.29,Sideways / Choppy,456.23,493.86,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: RSI oversold at 28.5 | Bullish: Stochastic oversold (6) | Bearish: Volume surge (1.9x avg) on down day | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band (potential bounce) | Bearish: Walking the lower Bollinger Band (strong downtrend) | Bullish: Price near S2 strong support (473),PATIENCE: Conviction too low (0.29 < 0.6)
2025-03-11,469.22,HOLD,0.295,Sideways / Choppy,455.14,492.68,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: RSI oversold at 28.2 | Bullish: Stochastic oversold (6) | Bearish: Volume surge (1.6x avg) on down day | Bearish: OBV below its moving average | Neutral Pattern: Doji (indecision) | Bullish: Price near S1 support (464),PATIENCE: Conviction too low (0.29 < 0.6)
2025-03-12,474.51,HOLD,0.597,Sideways / Choppy,460.27,498.24,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (32.5) | Bullish: Stochastic oversold (14) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bearish: Price near R1 resistance (476),PATIENCE: Conviction too low (0.60 < 0.6)
2025-03-13,465.98,HOLD,0.283,Sideways / Choppy,452.0,489.28,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: RSI oversold at 29.4 | Bullish: Stochastic oversold (3) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bullish: Price near S1 support (470),PATIENCE: Conviction too low (0.28 < 0.6)
2025-03-14,477.24,HOLD,0.618,Sideways / Choppy,462.92,501.1,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (37.8) | Bearish: OBV below its moving average | Bearish: Price near R1 resistance (472),PATIENCE: Sideways market — waiting for clarity
2025-03-17,480.33,HOLD,0.208,Sideways / Choppy,465.92,504.35,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bullish: RSI approaching oversold (39.9) | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bearish: Price near R1 resistance (480)",PATIENCE: Conviction too low (0.21 < 0.6)
2025-03-18,472.15,HOLD,0.3,Sideways / Choppy,457.99,495.76,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bullish: RSI approaching oversold (36.4) | Bullish: Stochastic oversold (15) | Bearish: OBV below its moving average | Bullish: Price near S1 support (476),PATIENCE: Conviction too low (0.30 < 0.6)
2025-03-19,478.46,HOLD,0.299,Sideways / Choppy,464.11,502.38,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bearish: Price near R1 resistance (476)",PATIENCE: Conviction too low (0.30 < 0.6)
2025-03-20,476.84,HOLD,0.481,Sideways / Choppy,462.53,500.68,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bullish: RSI approaching oversold (39.9) | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bullish Pattern: Inverted Hammer (strength: 0.6) | Bullish: Price near S1 support (473)",PATIENCE: Conviction too low (0.48 < 0.6)
2025-03-21,478.41,HOLD,0.645,Sideways / Choppy,464.06,502.33,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bearish: OBV below its moving average | Bullish Pattern: Three White Soldiers (strength: 0.8) | Bullish: Price near S1 support (473) | Bearish: Price near R1 resistance (481)",PATIENCE: Sideways market — waiting for clarity
2025-03-24,488.91,HOLD,0.368,Sideways / Choppy,474.24,513.36,0.0000,0.0,"Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bullish: OBV above its moving average | Bearish: Price near R2 strong resistance (485)",PATIENCE: Conviction too low (0.37 < 0.6)
2025-03-25,491.7,HOLD,0.456,Sideways / Choppy,476.95,516.28,0.0000,0.0,"Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bearish: Stochastic overbought (86) | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers (strength: 0.8) | Bearish: Price near R1 resistance (492)",PATIENCE: Conviction too low (0.46 < 0.6)
2025-03-26,482.65,HOLD,0.5,Sideways / Choppy,468.17,506.78,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bullish: OBV above its moving average | Bullish: Price near S2 strong support (488)",PATIENCE: Conviction too low (0.50 < 0.6)
2025-03-27,479.9,HOLD,0.246,Sideways / Choppy,465.5,503.89,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bullish: Price near S1 support (479)",PATIENCE: Conviction too low (0.25 < 0.6)
2025-03-28,467.27,HOLD,0.349,Sideways / Choppy,453.25,490.63,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (37.2) | Bullish: RSI positive divergence (price down, RSI up) | Bullish: Stochastic oversold (11) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8)",PATIENCE: Conviction too low (0.35 < 0.6)
2025-03-31,467.25,HOLD,0.16,Sideways / Choppy,453.23,490.61,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (37.2) | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bullish: Price near S1 support (463)",PATIENCE: Conviction too low (0.16 < 0.6)
2025-04-01,471.02,HOLD,0.51,Sideways / Choppy,456.89,494.57,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bearish: Price near R1 resistance (472)",PATIENCE: Conviction too low (0.51 < 0.6)
2025-04-02,474.45,HOLD,0.286,Sideways / Choppy,460.22,498.17,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers (strength: 0.8) | Bearish: Price near R1 resistance (474),PATIENCE: Conviction too low (0.29 < 0.6)
2025-04-03,449.05,HOLD,0.663,Volatile / Uncertain,435.58,471.5,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (31.7) | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bullish: Stochastic oversold (1) | Bearish: Volume surge (1.5x avg) on down day | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band (potential bounce),PATIENCE: Volatile conditions — need higher conviction
2025-04-04,421.16,HOLD,0.372,Volatile / Uncertain,408.53,442.22,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: RSI oversold at 24.3 | Bullish: Stochastic oversold (0) | Bearish: Volume surge (2.4x avg) on down day | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band (potential bounce) | Bearish: Walking the lower Bollinger Band (strong downtrend),PATIENCE: Conviction too low (0.37 < 0.6)
2025-04-07,422.18,HOLD,0.54,Volatile / Uncertain,409.51,443.29,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: RSI oversold at 25.0 | Bullish: Volume surge (3.0x avg) on up day | Bullish: OBV above its moving average | Bullish: Price at lower Bollinger Band (potential bounce) | Bearish: Walking the lower Bollinger Band (strong downtrend) | Bullish: Price near S1 support (415),PATIENCE: Conviction too low (0.54 < 0.6)
2025-04-08,414.58,HOLD,0.372,Volatile / Uncertain,402.14,435.31,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: RSI oversold at 23.3 | Bullish: Stochastic oversold (15) | Bearish: Volume surge (1.8x avg) on down day | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band (potential bounce) | Bearish: Walking the lower Bollinger Band (strong downtrend),PATIENCE: Conviction too low (0.37 < 0.6)
2025-04-09,464.34,BUY,0.827,Volatile / Uncertain,426.93,557.86,0.2483,2.5,"Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bullish: Volume surge (2.4x avg) on up day | Bullish: OBV above its moving average | Bullish: Price falling but OBV rising (accumulation) | Bearish: Walking the lower Bollinger Band (strong downtrend) | Bullish Pattern: Bullish Engulfing (strength: 0.8)",
2025-04-10,444.59,HOLD,0.374,Volatile / Uncertain,431.25,466.82,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bearish: Volume surge (1.7x avg) on down day | Bearish: OBV below its moving average",PATIENCE: Conviction too low (0.37 < 0.6)
2025-04-11,452.78,HOLD,0.206,Volatile / Uncertain,439.2,475.42,0.0000,0.0,Bullish: Price above Parabolic SAR | Bearish: OBV below its moving average | Bullish Pattern: Bullish Engulfing (strength: 0.8) | Bearish: Price near R1 resistance (455),PATIENCE: Conviction too low (0.21 < 0.6)
2025-04-14,455.85,HOLD,0.364,Strong Downtrend,442.17,478.64,0.0000,0.0,STRONG Bearish: 50/200 Death Cross | Bullish: Price above Parabolic SAR | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bullish: OBV above its moving average | Bearish: Price near R1 resistance (458),PATIENCE: Conviction too low (0.36 < 0.6)
2025-04-15,456.36,LEAN BUY,0.333,Strong Downtrend,420.44,546.15,0.2500,2.5,"Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bullish: OBV above its moving average | Bullish: Price falling but OBV rising (accumulation) | Neutral Pattern: Doji (indecision) | Bullish: Price near S1 support (450) | Bearish: Price near R1 resistance (462)",DISCIPLINE: Buying against downtrend — reduced conviction
2025-04-16,442.6,HOLD,0.165,Strong Downtrend,429.32,464.73,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bullish: Price near S2 strong support (451),PATIENCE: Conviction too low (0.16 < 0.6)
2025-04-17,442.52,HOLD,0.371,Strong Downtrend,429.24,464.65,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bullish: Price near S1 support (436) | Bearish: Price near R1 resistance (450)",PATIENCE: Conviction too low (0.37 < 0.6)
2025-04-21,431.57,HOLD,0.208,Strong Downtrend,418.62,453.15,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bullish: RSI approaching oversold (38.7) | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bullish: Price near S1 support (439)",PATIENCE: Conviction too low (0.21 < 0.6)
2025-04-22,442.9,HOLD,0.299,Strong Downtrend,429.61,465.05,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bearish: Price near R1 resistance (437)",PATIENCE: Conviction too low (0.30 < 0.6)
2025-04-23,452.94,HOLD,0.45,Strong Downtrend,439.35,475.59,0.0000,0.0,"Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bullish: OBV above its moving average | Bearish: Price near R1 resistance (447)",PATIENCE: Conviction too low (0.45 < 0.6)
2025-04-24,465.69,HOLD,0.24,Strong Downtrend,451.72,488.97,0.0000,0.0,Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (99) | Bullish: OBV above its moving average | Bullish: Price falling but OBV rising (accumulation) | Bearish: Price near R1 resistance (459),PATIENCE: Conviction too low (0.24 < 0.6)
2025-04-25,470.88,HOLD,0.24,Strong Downtrend,456.75,494.42,0.0000,0.0,Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (99) | Bullish: OBV above its moving average | Bullish: Price falling but OBV rising (accumulation) | Bearish: Price near R1 resistance (470),PATIENCE: Conviction too low (0.24 < 0.6)
2025-04-28,470.73,HOLD,0.208,Downtrend,456.61,494.27,0.0000,0.0,Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (96) | Bullish: OBV above its moving average | Neutral Pattern: Doji (indecision) | Bullish: Price near S1 support (466) | Bearish: Price near R1 resistance (474),PATIENCE: Conviction too low (0.21 < 0.6)
2025-04-29,473.84,LEAN BUY,0.334,Downtrend,443.81,548.92,0.2500,2.5,Bullish: Price above EMA 9/21 stack | Bullish: Fresh EMA 9/21 golden cross | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (99) | ⚠ Low volume (0.5x avg) — weak conviction | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing (strength: 0.8) | Bearish: Price near R1 resistance (474),DISCIPLINE: Buying against downtrend — reduced conviction
2025-04-30,473.78,HOLD,0.423,Downtrend,459.57,497.47,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (96) | Bullish: OBV above its moving average | Bullish: Price near S1 support (470) | Bearish: Price near R1 resistance (476),PATIENCE: Conviction too low (0.42 < 0.6)
2025-05-01,479.96,HOLD,0.298,Volatile / Uncertain,465.56,503.96,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (91) | Bullish: OBV above its moving average | Bearish: Price near R1 resistance (479),PATIENCE: Conviction too low (0.30 < 0.6)
2025-05-02,487.09,HOLD,0.222,Volatile / Uncertain,472.48,511.44,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (60.8) | Bearish: Stochastic overbought (97) | Bullish: OBV above its moving average | Bearish: Price near R1 resistance (484),PATIENCE: Conviction too low (0.22 < 0.6)
