Date,Open,High,Low,Close,Volume
2024-05-23,520.3,520.4,512.25,513.46,57211200
2024-05-24,515.31,517.67,514.36,516.86,41291100
2024-05-28,517.67,517.91,514.59,517.22,36269600
2024-05-29,513.19,514.78,512.89,513.6,45190300
2024-05-30,512.06,512.72,508.94,510.19,46377600
2024-05-31,511.15,514.97,506.04,514.84,90785800
2024-06-03,516.45,516.73,510.18,515.26,46835700
2024-06-04,513.95,516.58,512.49,515.84,34632700
2024-06-05,518.16,521.99,516.17,521.97,47610400
2024-06-06,522.27,522.7,520.02,521.96,30808500
2024-06-07,520.98,524.13,519.89,521.32,43224500
2024-06-10,520.51,523.26,519.92,522.93,35686100
2024-06-11,521.38,524.25,519.41,524.19,36383400
2024-06-12,528.76,531.19,527.46,528.5,63251300
2024-06-13,530.25,530.42,526.77,529.56,44760900
2024-06-14,528.03,529.91,527.02,529.88,40089900
2024-06-17,529.2,535.5,528.74,534.1,55839500
2024-06-18,534.16,535.59,533.74,535.46,41376400
2024-06-20,536.39,537.05,532.23,534.0,70328200
2024-06-21,533.18,534.4,531.83,533.29,64338600
2024-06-24,533.11,535.68,531.44,531.55,45528700
2024-06-25,532.78,533.96,531.26,533.6,37936200
2024-06-26,532.48,534.98,531.84,534.27,38550600
2024-06-27,534.13,535.69,533.39,535.11,35041500
2024-06-28,535.88,538.94,531.76,533.0,76144500
2024-07-01,534.39,534.63,531.34,534.1,40297800
2024-07-02,532.49,537.7,532.45,537.7,40434800
2024-07-03,537.38,540.46,537.34,540.09,32789900
2024-07-05,540.4,543.61,539.76,543.21,41488400
2024-07-08,543.99,544.79,542.77,543.84,36110500
2024-07-09,544.8,545.7,544.07,544.36,27289700
2024-07-10,545.59,550.09,545.3,549.75,38701200
2024-07-11,549.87,550.74,544.37,545.01,53054200
2024-07-12,546.14,552.05,545.67,548.45,53084400
2024-07-15,550.45,553.2,548.1,549.96,40584300
2024-07-16,551.27,553.51,550.52,553.22,36475300
2024-07-17,547.28,548.96,545.14,545.46,57119000
2024-07-18,547.0,547.99,539.09,541.27,56270400
2024-07-19,541.04,542.66,536.62,537.68,65509100
2024-07-22,541.6,543.83,539.66,543.22,43346700
2024-07-23,543.11,545.27,541.88,542.37,34439600
2024-07-24,537.55,537.85,529.15,530.08,74515300
2024-07-25,530.19,536.18,526.37,527.31,61158300
2024-07-26,531.1,535.91,530.33,533.22,53763800
2024-07-29,534.77,535.78,531.53,533.53,39515800
2024-07-30,535.0,536.06,527.42,530.83,46853600
2024-07-31,537.67,542.09,536.29,539.46,65663400
2024-08-01,541.18,543.43,528.31,531.82,76428700
2024-08-02,524.71,525.92,517.71,521.92,82789100
2024-08-05,501.1,512.79,499.75,506.72,146267400
2024-08-06,508.52,518.83,507.2,511.39,84826300
2024-08-07,517.58,520.63,507.37,507.97,70698300
2024-08-08,513.11,520.34,511.09,519.71,63276600
2024-08-09,518.89,523.49,517.67,522.01,45619600
2024-08-12,523.2,524.69,520.01,522.28,42542100
2024-08-13,525.47,531.1,525.23,530.87,52333100
2024-08-14,531.66,533.73,528.99,532.54,42446900
2024-08-15,538.18,541.96,537.57,541.67,60846800
2024-08-16,540.06,543.58,539.9,542.89,44430700
2024-08-19,543.3,548.08,542.45,548.08,39121800
2024-08-20,547.63,549.28,545.84,547.19,33732300
2024-08-21,548.23,550.53,543.3,549.07,41514600
2024-08-22,550.97,551.57,543.54,544.76,56121500
2024-08-23,548.0,551.49,545.8,550.54,50639400
2024-08-26,551.57,552.29,547.53,549.23,35788600
2024-08-27,547.96,550.48,546.81,549.99,32693900
2024-08-28,549.64,550.07,543.6,546.79,41066000
2024-08-29,548.76,552.06,545.7,546.84,38715200
2024-08-30,549.21,552.57,545.66,552.06,62700100
2024-09-03,548.92,549.25,538.18,540.7,60600100
2024-09-04,538.86,543.0,538.14,539.6,47224900
2024-09-05,539.54,542.39,535.82,538.28,44264300
2024-09-06,538.61,540.23,528.32,529.22,68493800
2024-09-09,533.43,536.42,531.5,535.15,40445800
2024-09-10,537.06,537.83,532.18,537.48,36394600
2024-09-11,537.39,543.91,528.83,542.99,75248600
2024-09-12,543.57,547.87,541.35,547.57,51819600
2024-09-13,548.17,551.43,547.92,550.43,39310500
2024-09-16,550.16,551.5,548.36,551.24,36656100
2024-09-17,553.45,554.9,549.23,551.47,49321000
2024-09-18,552.12,556.97,549.27,549.83,59044900
2024-09-19,559.24,561.07,556.37,559.21,75315500
2024-09-20,557.84,559.29,555.22,558.25,77503100
2024-09-23,559.32,560.29,558.1,559.64,44116900
2024-09-24,560.44,561.3,557.61,561.24,46805700
2024-09-25,561.08,561.82,558.89,560.0,38428600
2024-09-26,564.27,564.59,559.87,562.22,48336000
2024-09-27,563.3,564.11,560.38,561.41,42100900
2024-09-30,560.38,564.27,558.08,563.66,63557400
2024-10-01,563.31,563.95,556.04,558.61,72668800
2024-10-02,557.72,559.87,555.32,558.85,38097800
2024-10-03,557.37,559.77,555.53,557.82,40846500
2024-10-04,562.27,563.27,558.1,562.89,42939100
2024-10-07,561.24,561.89,556.65,557.8,49964700
2024-10-08,560.38,563.68,559.5,563.08,37398700
2024-10-09,563.07,567.54,562.47,566.98,37912200
2024-10-10,565.63,567.41,564.38,565.99,44138100
2024-10-11,565.91,570.11,565.77,569.38,42268000
2024-10-14,570.99,574.97,570.51,574.03,36217200
2024-10-15,574.3,574.6,568.35,569.57,54203600
2024-10-16,569.57,572.57,568.77,572.05,30725400
2024-10-17,575.59,575.8,571.91,572.1,34393700
2024-10-18,573.79,575.08,572.32,574.3,37416800
2024-10-21,573.57,574.55,570.38,573.36,36439000
2024-10-22,570.82,574.21,570.16,573.05,34183800
2024-10-23,571.03,571.47,564.31,567.81,49314600
2024-10-24,569.77,569.85,566.42,569.04,34979900
2024-10-25,571.27,574.17,567.9,568.85,47268200
2024-10-28,572.32,572.45,570.3,570.6,30174700
2024-10-29,569.64,572.65,568.25,571.53,42899700
2024-10-30,571.06,573.05,569.09,569.8,41435800
2024-10-31,565.43,565.5,558.43,558.63,60182500
2024-11-01,561.26,565.42,560.57,560.99,45667500
2024-11-04,561.12,562.42,557.89,559.78,38217000
2024-11-05,560.69,566.59,560.48,566.55,39478300
2024-11-06,578.83,581.51,575.08,580.63,68182000
2024-11-07,582.64,586.15,582.56,585.12,47233200
2024-11-08,585.67,589.08,585.67,587.66,46444900
2024-11-11,589.25,589.6,586.49,588.22,37586800
2024-11-12,588.14,588.74,583.91,586.39,43006100
2024-11-13,586.85,588.68,584.49,586.68,47388600
2024-11-14,586.8,587.29,582.22,582.9,38904100
2024-11-15,579.34,579.81,573.58,575.44,75988800
2024-11-18,575.9,579.11,575.04,577.8,37001700
2024-11-19,574.42,580.63,573.75,579.91,49412000
2024-11-20,579.99,580.39,574.34,580.1,50032600
2024-11-21,582.95,584.64,577.11,583.22,46750300
2024-11-22,583.21,585.65,582.71,585.03,38226400
2024-11-25,588.97,590.28,584.72,587.01,42441400
2024-11-26,588.26,590.74,587.54,590.08,45621300
2024-11-27,589.89,590.27,586.76,588.29,34000200
2024-11-29,589.1,592.73,588.83,591.94,30177400
2024-12-02,592.35,593.68,591.86,593.0,31746000
2024-12-03,592.77,593.52,591.74,593.28,26906600
2024-12-04,594.97,597.21,594.3,596.96,42787600
2024-12-05,596.96,597.77,595.63,595.98,28762200
2024-12-06,596.75,598.35,596.33,597.11,31241500
2024-12-09,596.99,597.16,593.45,594.03,34742700
2024-12-10,594.71,595.13,591.53,592.19,37234500
2024-12-11,595.12,597.72,594.84,596.77,28677700
2024-12-12,595.9,596.47,593.69,593.69,31543800
2024-12-13,595.72,596.44,592.2,593.57,35904700
2024-12-16,595.33,597.08,594.56,596.11,43695200
2024-12-17,593.55,594.52,592.28,593.65,55773500
2024-12-18,593.35,595.73,575.58,575.96,108248700
2024-12-19,580.95,582.56,575.54,575.78,85919500
2024-12-20,573.45,587.23,572.6,582.7,125716700
2024-12-23,582.44,586.79,579.26,586.19,57635800
2024-12-24,587.54,592.74,586.96,592.7,33160100
2024-12-26,590.93,593.87,589.53,592.74,41219100
2024-12-27,589.0,589.23,582.31,586.5,64969300
2024-12-30,579.48,583.28,576.05,579.81,56578800
2024-12-31,581.47,582.19,576.06,577.7,57052700
2025-01-02,580.96,582.68,572.2,576.28,50204000
2025-01-03,579.13,584.13,578.04,583.49,37888500
2025-01-06,587.74,591.13,585.11,586.85,47679400
2025-01-07,588.88,589.2,578.39,580.21,60393100
2025-01-08,580.28,582.14,576.83,581.06,47304700
2025-01-10,577.5,577.57,570.28,572.19,73105000
2025-01-13,567.54,573.43,567.12,573.08,47910100
2025-01-14,576.0,576.64,570.08,573.87,48420600
2025-01-15,581.89,585.45,580.78,584.3,56900200
2025-01-16,585.67,585.85,582.48,583.18,43319700
2025-01-17,588.42,590.79,587.09,589.04,58070600
2025-01-21,592.08,594.44,590.11,594.43,42532900
2025-01-22,597.26,599.13,596.7,597.77,48196000
2025-01-23,597.14,601.03,596.86,601.03,41152100
2025-01-24,601.09,602.05,598.12,599.28,34604700
2025-01-27,586.3,591.12,586.14,590.8,70361100
2025-01-28,592.03,596.71,588.71,595.88,44433300
2025-01-29,595.09,595.49,590.65,593.2,37177400
2025-01-30,595.32,597.93,592.13,596.39,39281300
2025-01-31,598.81,601.24,592.46,593.21,66566900
2025-02-03,584.2,591.71,582.05,589.22,65857200
2025-02-04,589.28,593.69,588.74,593.18,33457800
2025-02-05,592.05,595.73,590.02,595.58,30653100
2025-02-06,597.33,597.78,594.01,597.65,35771500
2025-02-07,598.21,599.43,591.47,592.18,50788500
2025-02-10,595.39,596.84,594.12,596.2,26048700
2025-02-11,593.93,597.2,593.82,596.65,30056700
2025-02-12,590.63,595.91,589.95,594.73,45076100
2025-02-13,595.84,601.22,594.57,601.01,40921300
2025-02-14,601.22,602.25,600.36,600.98,26910400
2025-02-18,602.15,602.75,599.68,602.75,26749000
2025-02-19,601.36,604.46,600.84,604.17,31011100
2025-02-20,602.8,602.93,598.34,601.65,36554000
2025-02-21,601.44,601.57,590.9,591.36,76519800
2025-02-24,593.41,594.41,587.96,588.67,50737200
2025-02-25,588.61,589.34,581.13,585.74,58266500
2025-02-26,587.41,591.01,583.4,586.04,43321600
2025-02-27,588.32,589.47,576.29,576.68,74196700
2025-02-28,577.19,586.22,574.11,585.68,88744100
2025-03-03,587.66,588.8,571.61,575.42,74249200
2025-03-04,571.42,577.02,564.07,568.61,109648200
2025-03-05,568.44,576.52,564.89,574.72,71230500
2025-03-06,567.25,571.87,561.97,564.52,80094900
2025-03-07,562.74,569.13,557.54,567.68,81158800
2025-03-10,559.47,561.4,547.65,552.56,99326600
2025-03-11,551.4,555.96,544.13,547.97,88102100
2025-03-12,554.13,555.06,545.77,550.88,69588200
2025-03-13,550.5,551.12,541.82,543.54,74079400
2025-03-14,548.16,555.77,543.6,554.76,62660300
2025-03-17,554.74,561.56,554.31,559.04,49008700
2025-03-18,556.72,556.94,551.07,553.0,66041400
2025-03-19,554.78,562.79,553.6,559.02,66556000
2025-03-20,555.28,562.41,554.56,557.4,62958200
2025-03-21,552.94,558.49,551.71,557.59,83763000
2025-03-24,564.33,568.63,563.74,567.57,58766800
2025-03-25,568.78,569.88,567.19,568.94,38355700
2025-03-26,568.67,569.8,560.76,562.15,51848300
2025-03-27,560.75,564.43,558.54,560.65,42164200
2025-03-28,559.12,559.85,548.78,549.36,71662700
2025-03-31,543.6,554.36,540.67,553.05,95328200
2025-04-01,551.13,556.56,547.4,554.61,54609600
2025-04-02,548.76,560.99,548.52,558.12,76014500
2025-04-03,538.93,541.76,530.62,530.62,125986000
2025-04-04,517.73,519.91,499.34,499.55,217965100
2025-04-07,483.65,517.24,476.34,498.66,256611400
2025-04-08,515.95,519.03,483.62,490.85,165816600
2025-04-09,487.85,542.4,487.46,542.4,241867300
2025-04-10,526.14,527.45,503.55,518.63,162331200
2025-04-11,517.08,530.35,514.18,527.89,97866300
2025-04-14,537.88,538.11,527.81,533.01,68034000
2025-04-15,533.55,537.07,530.73,531.52,56892900
2025-04-16,525.65,531.79,514.39,519.7,83484800
2025-04-17,521.66,525.15,517.97,520.44,79868100
2025-04-21,515.25,515.79,502.7,508.06,69368100
2025-04-22,514.24,523.3,513.31,521.27,75948100
2025-04-23,534.3,539.25,527.83,529.35,90590700
2025-04-24,530.64,541.23,529.38,540.49,64150400
2025-04-25,540.45,544.8,537.53,544.4,61119600
2025-04-28,545.14,547.28,538.84,544.61,47613800
2025-04-29,542.69,549.15,542.33,548.04,47775100
2025-04-30,541.36,550.21,535.38,548.26,93101500
2025-05-01,554.02,557.68,551.54,552.14,63186100
2025-05-02,558.33,561.94,556.01,560.34,60717300
2025-05-05,556.19,560.23,555.33,557.12,38659200
2025-05-06,551.61,556.97,550.65,552.47,48264700
2025-05-07,553.8,557.43,549.74,554.79,55588000
2025-05-08,558.83,563.85,555.33,558.66,65130800
2025-05-09,560.06,561.07,556.38,557.94,37603400
2025-05-12,574.88,576.39,570.5,576.38,78993600
2025-05-13,576.8,582.4,576.23,580.19,67947200
2025-05-14,581.15,582.3,578.9,580.93,66283500
2025-05-15,578.92,584.27,578.47,583.77,71268100
2025-05-16,584.55,587.76,582.6,587.47,76052100
2025-05-19,581.43,588.79,581.43,588.11,68168500
2025-05-20,586.37,587.32,582.92,586.13,60614500
2025-05-21,581.77,585.86,575.23,576.25,95197700
2025-05-22,576.06,579.97,574.82,576.48,70860400
2025-05-23,569.45,575.22,569.08,572.55,76029000
2025-05-27,579.43,584.61,571.87,584.45,72588500
2025-05-28,584.86,586.05,580.34,581.07,68445500
2025-05-29,586.34,586.48,579.43,583.36,69973300
2025-05-30,582.26,584.43,576.63,582.71,90601200
2025-06-02,581.1,586.07,578.43,585.99,61630500
2025-06-03,585.63,590.31,585.14,589.33,63606200
2025-06-04,590.19,591.17,588.74,589.18,57314200
2025-06-05,590.86,592.21,584.35,586.33,92278700
2025-06-06,591.87,594.02,590.1,592.35,66588700
2025-06-09,592.92,594.44,591.71,592.88,53016400
2025-06-10,593.42,596.63,592.3,596.24,66247000
2025-06-11,597.34,598.2,592.48,594.54,73658200
2025-06-12,593.21,596.91,592.73,596.91,64129000
2025-06-13,591.72,595.03,588.73,590.23,89506000
2025-06-16,593.6,597.6,593.42,595.85,79984100
2025-06-17,593.41,594.93,590.0,590.76,82209400
2025-06-18,591.66,594.41,589.71,590.67,76605000
2025-06-20,593.35,594.42,587.87,589.28,94051400
2025-06-23,590.04,595.49,586.91,595.1,87426000
2025-06-24,599.25,602.74,598.33,601.68,67735300
2025-06-25,602.8,603.49,600.45,602.01,62114800
2025-06-26,603.87,607.16,603.25,606.72,78548400
2025-06-27,607.73,611.21,605.69,609.74,86258400
2025-06-30,612.19,614.01,609.87,612.65,92502500
2025-07-01,611.18,613.63,610.34,612.46,70030100
2025-07-02,612.05,615.27,611.42,615.23,66510400
2025-07-03,617.21,621.01,617.19,620.08,51065800
2025-07-07,618.12,618.78,612.67,615.46,74814500
2025-07-08,616.12,616.88,614.31,615.12,59024600
2025-07-09,617.53,619.47,615.69,618.81,66113300
2025-07-10,618.95,621.6,617.77,620.56,57529000
2025-07-11,617.5,619.6,616.3,618.37,63670200
2025-07-14,617.92,619.9,616.57,619.55,51898500
2025-07-15,622.24,622.58,616.83,616.91,74317300
2025-07-16,618.49,619.48,612.85,618.97,88987500
2025-07-17,619.15,623.11,618.93,622.76,68885700
2025-07-18,624.01,624.18,621.19,622.3,65621600
2025-07-21,623.48,626.23,623.06,623.48,63375000
2025-07-22,623.81,624.43,620.92,623.57,60046300
2025-07-23,626.24,628.88,624.43,628.88,70511000
2025-07-24,629.26,630.8,628.66,629.08,71307100
2025-07-25,629.75,632.22,629.5,631.74,56865400
2025-07-28,632.12,632.67,630.19,631.58,54917100
2025-07-29,632.98,633.3,629.0,629.92,60556300
2025-07-30,630.57,632.32,626.23,629.12,80418900
2025-07-31,634.08,634.47,625.46,626.76,103385200
2025-08-01,621.03,621.07,614.08,616.49,140103600
2025-08-04,620.41,625.91,620.32,625.86,73218000
2025-08-05,626.48,627.29,621.77,622.69,68051400
2025-08-06,623.76,628.11,622.85,627.46,64357500
2025-08-07,630.89,631.62,623.82,626.93,74205800
2025-08-08,628.73,632.29,628.41,631.82,64051600
2025-08-11,632.1,633.58,629.32,630.57,58742300
2025-08-12,632.92,637.44,631.43,637.28,64730800
2025-08-13,639.49,640.75,637.27,639.47,60092800
2025-08-14,637.38,640.19,636.94,639.53,59327500
2025-08-15,640.56,640.66,637.12,638.03,68592500
2025-08-18,637.45,638.58,636.78,637.89,43804900
2025-08-19,637.71,638.69,633.11,634.43,69750700
2025-08-20,634.02,634.28,627.63,632.74,88890300
2025-08-21,630.93,632.6,628.48,630.2,54805800
2025-08-22,632.4,641.06,631.89,639.88,84083200
2025-08-25,638.62,639.86,636.95,637.07,51274300
2025-08-26,636.8,640.08,636.17,639.73,51581600
2025-08-27,639.15,641.93,639.0,641.19,48341100
2025-08-28,641.8,644.02,639.91,643.46,61519500
2025-08-29,642.02,642.39,637.73,639.62,74522200
2025-09-02,632.14,635.1,629.58,634.88,81983500
2025-09-03,637.26,638.79,635.07,638.33,70820900
2025-09-04,639.0,643.69,638.1,643.66,65219200
2025-09-05,646.0,646.72,637.92,641.8,85178900
2025-09-08,643.16,644.37,641.79,643.37,63133100
2025-09-09,643.51,645.39,641.78,644.86,66133900
2025-09-10,648.12,649.04,645.16,646.72,78034500
2025-09-11,648.68,652.79,648.09,652.1,69934400
2025-09-12,652.07,653.57,651.37,651.88,72780100
2025-09-15,654.09,655.48,653.79,655.35,63772400
2025-09-16,655.91,656.21,653.67,654.45,61169000
2025-09-17,654.46,656.15,648.8,653.64,101952200
2025-09-18,656.32,659.3,654.72,656.69,90459200
2025-09-19,658.58,660.79,656.63,659.94,97945600
2025-09-22,658.45,663.51,658.42,663.06,69452200
2025-09-23,662.95,663.56,658.23,659.46,81708900
2025-09-24,660.75,660.85,655.94,657.36,68082200
2025-09-25,654.21,655.68,650.7,654.32,89622100
2025-09-26,655.78,658.62,654.16,658.07,69179200
2025-09-29,660.6,661.51,658.11,659.92,73499000
2025-09-30,659.18,662.88,657.86,662.41,86288000
2025-10-01,659.42,665.58,659.31,664.67,72545400
2025-10-02,666.65,666.77,663.0,665.43,56896000
2025-10-03,666.2,668.87,664.38,665.42,70494400
2025-10-06,667.82,668.7,665.67,667.81,54623300
2025-10-07,668.73,669.18,663.89,665.33,72020100
2025-10-08,666.46,669.4,665.63,669.3,60702200
2025-10-09,669.72,670.12,665.42,667.36,66501900
2025-10-10,668.32,670.13,649.14,649.32,159422600
2025-10-13,656.91,661.36,656.03,659.29,79560500
2025-10-14,653.45,662.06,649.47,658.48,88779600
2025-10-15,663.04,666.44,655.2,661.4,81702600
2025-10-16,663.04,664.92,653.39,656.9,110563300
2025-10-17,655.77,661.99,654.41,660.63,96500900
2025-10-20,663.54,668.4,663.49,667.5,60493400
2025-10-21,667.64,669.18,666.19,667.49,56249000
2025-10-22,668.2,668.2,659.54,664.02,80564000
2025-10-23,664.34,668.9,664.02,667.96,65604500
2025-10-24,672.63,674.63,671.82,673.42,74356500
2025-10-27,678.86,681.66,678.26,681.36,63339800
2025-10-28,683.16,685.01,680.95,683.17,61738100
2025-10-29,684.82,685.8,679.0,683.5,85657100
2025-10-30,680.03,682.06,675.98,675.98,76335800
2025-10-31,681.16,681.2,675.39,678.2,87164100
2025-11-03,681.79,681.92,676.09,679.47,57315000
2025-11-04,672.28,676.11,670.76,671.42,78427000
2025-11-05,671.16,677.01,670.35,673.74,74402400
2025-11-06,672.64,673.54,664.93,666.51,85035300
2025-11-07,664.13,667.28,657.47,667.17,100592400
2025-11-10,673.41,678.32,671.21,677.58,75842900
2025-11-11,676.1,679.7,674.89,679.13,58953400
2025-11-12,680.91,681.08,677.09,679.51,62312500
2025-11-13,676.65,677.01,666.72,668.24,103457800
2025-11-14,661.61,671.83,659.51,668.13,96846700
2025-11-17,665.91,669.9,658.42,661.9,90456100
2025-11-18,658.35,661.35,652.15,656.34,114467500
2025-11-19,657.04,663.56,655.02,658.88,94703000
2025-11-20,669.1,671.74,648.2,648.84,165293500
2025-11-21,651.34,660.79,647.17,655.3,123956200
2025-11-24,658.94,666.27,657.84,664.94,80437900
2025-11-25,664.84,672.38,660.72,671.2,81077100
2025-11-26,673.79,677.84,672.89,675.83,71879600
2025-11-28,677.01,679.8,676.65,679.52,49212000
2025-12-01,674.97,679.12,674.9,676.42,61201200
2025-12-02,678.06,679.95,675.48,677.67,62953800
2025-12-03,676.72,681.03,675.84,680.02,57238500
2025-12-04,681.42,681.49,677.48,680.52,61970300
2025-12-05,681.59,684.49,680.7,681.81,79241000
2025-12-08,682.7,682.75,677.71,679.76,55231500
2025-12-09,679.28,681.51,678.73,679.17,58310100
2025-12-10,678.7,685.07,677.45,683.68,85671300
2025-12-11,681.26,685.35,678.31,685.27,86173700
2025-12-12,684.27,684.98,675.32,677.9,113160300
2025-12-15,681.86,681.88,675.4,676.88,90811000
2025-12-16,675.38,677.22,671.16,675.03,122030600
2025-12-17,676.04,676.59,667.4,667.6,110625200
2025-12-18,673.76,676.89,671.08,672.64,108650100
2025-12-19,674.75,679.24,674.63,678.74,103599500
2025-12-22,682.08,683.49,678.74,682.96,69556700
2025-12-23,682.06,686.33,682.01,686.09,64840000
2025-12-24,686.08,688.95,685.93,688.5,39445600
2025-12-26,688.76,689.78,687.39,688.43,41613300
2025-12-29,685.67,687.32,684.2,685.98,62559500
2025-12-30,685.58,686.68,684.71,685.14,47160700
2025-12-31,685.27,685.49,679.85,680.06,74144800
2026-01-02,683.84,685.0,677.97,681.31,89377200
2026-01-05,684.67,687.55,684.51,685.85,71927200
2026-01-06,686.06,690.43,685.91,689.93,69273800
2026-01-07,690.3,692.07,687.44,687.7,75588300
2026-01-08,686.94,688.74,685.62,687.63,64019200
2026-01-09,688.75,693.42,687.3,692.18,80125500
2026-01-12,688.8,694.19,688.75,693.27,63976000
2026-01-13,693.6,694.19,689.47,691.88,78309700
2026-01-14,689.12,689.84,684.17,688.48,94676700
2026-01-15,692.68,693.56,689.37,690.35,77862000
2026-01-16,691.77,692.36,688.22,689.78,79289200
2026-01-20,679.63,682.9,674.73,675.73,111623300
2026-01-21,677.8,686.86,676.28,683.53,127844500
2026-01-22,687.97,689.25,685.05,687.1,77112200
2026-01-23,686.28,689.08,685.29,687.35,63059600
2026-01-26,688.61,692.24,688.04,690.84,60473800
2026-01-27,692.29,694.63,691.68,693.6,55506100
2026-01-28,695.15,695.94,692.05,693.53,61172200
2026-01-29,694.49,695.16,682.96,692.15,97486200
2026-01-30,689.91,692.32,685.25,690.09,101835100
2026-02-02,687.7,695.03,687.54,693.52,79286500
2026-02-03,694.31,695.06,682.17,687.65,107904600
2026-02-04,688.47,689.57,679.9,684.32,105204600
2026-02-05,679.09,681.83,673.95,675.77,113610800
2026-02-06,679.6,690.42,679.0,688.74,89127600
2026-02-09,687.54,693.97,686.47,692.06,73885200
2026-02-10,693.06,694.64,689.78,690.23,65185700
2026-02-11,694.49,695.24,687.3,690.08,76353900
2026-02-12,692.35,693.46,678.52,679.41,118829000
2026-02-13,679.83,684.41,675.67,679.89,96267500
2026-02-17,678.29,683.07,673.94,680.99,81354700
2026-02-18,682.16,687.27,680.97,684.42,73570300
2026-02-19,681.98,684.31,679.69,682.62,58649400
2026-02-20,680.46,688.18,679.87,687.55,100034000
2026-02-23,685.96,688.12,678.52,680.53,90558100
2026-02-24,680.04,686.48,678.15,685.48,73798700
2026-02-25,688.3,691.79,688.22,691.26,56369500
2026-02-26,691.39,691.41,682.49,687.42,71671000
2026-02-27,681.23,684.99,679.78,684.12,83308900
2026-03-02,676.85,686.74,676.17,684.51,87477200
2026-03-03,673.22,680.75,667.84,678.48,105003100
2026-03-04,679.77,685.22,677.77,683.26,79182200
2026-03-05,680.22,683.66,673.77,679.45,106606500
2026-03-06,671.58,674.27,667.94,670.55,100687000
2026-03-09,664.58,678.07,660.59,676.42,102667700
2026-03-10,675.87,681.5,672.92,675.34,81505300
2026-03-11,675.73,678.23,671.51,674.49,68441700
2026-03-12,669.33,669.82,664.06,664.25,108882200
2026-03-13,667.45,670.51,659.56,660.49,97200200
2026-03-16,666.56,670.24,665.3,667.21,82023100
2026-03-17,670.56,672.6,667.88,668.96,87128000
2026-03-18,666.54,667.9,659.39,659.63,82062600
2026-03-19,655.18,661.17,653.39,658.0,111272500
2026-03-20,656.51,656.69,644.72,648.57,163617500
2026-03-23,658.07,662.62,653.94,655.38,134802700
2026-03-24,651.32,657.03,649.88,653.18,96457500
2026-03-25,658.67,660.89,654.24,656.82,90653800
2026-03-26,652.06,654.85,644.82,645.09,96494400
2026-03-27,642.5,642.66,633.11,634.09,102725900
