Date,Price,Signal,Conviction,Regime,Stop_Loss,Take_Profit,Position_Size_%,Risk_Reward,Reasons,Warnings
2024-10-23,11055.33,HOLD,0.457,Strong Downtrend,10723.67,11608.1,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bullish: OBV above its moving average | Bullish: Price near S1 support (10755)",PATIENCE: Conviction too low (0.46 < 0.6)
2024-10-24,10861.24,HOLD,0.35,Strong Downtrend,10535.4,11404.3,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bullish: RSI approaching oversold (39.2) | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bullish: Price near S1 support (10853)",PATIENCE: Conviction too low (0.35 < 0.6)
2024-10-25,10709.2,HOLD,0.306,Strong Downtrend,10387.92,11244.66,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bullish: RSI approaching oversold (38.4) | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bullish: Price near S1 support (10707) | Bearish: Price near R1 resistance (11087)",PATIENCE: Conviction too low (0.31 < 0.6)
2024-10-28,10976.01,HOLD,0.351,Strong Downtrend,10646.73,11524.81,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish Pattern: Bullish Engulfing (strength: 0.8) | Bullish: Price near S1 support (10609) | Bearish: Price near R1 resistance (10898),PATIENCE: Conviction too low (0.35 < 0.6)
2024-10-29,11143.8,HOLD,0.326,Strong Downtrend,10809.49,11700.99,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bullish: Price falling but OBV rising (accumulation) | Bearish: Price near R1 resistance (11173),PATIENCE: Conviction too low (0.33 < 0.6)
2024-10-30,11333.19,HOLD,0.367,Strong Downtrend,10993.19,11899.85,0.0000,0.0,Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bullish: Price falling but OBV rising (accumulation) | Bullish Pattern: Three White Soldiers (strength: 0.8) | Bearish: Price near R1 resistance (11298),PATIENCE: Conviction too low (0.37 < 0.6)
2024-10-31,12683.24,LEAN BUY,0.378,Downtrend,11032.03,16811.26,0.1536,2.5,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers (strength: 0.8),DISCIPLINE: Buying against downtrend — reduced conviction
2024-11-01,11300.6,HOLD,0.241,Downtrend,10961.58,11865.63,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish: Price falling but OBV rising (accumulation) | Bearish Pattern: Bearish Engulfing (strength: 0.8) | Bullish: Price near S1 support (11478),PATIENCE: Conviction too low (0.24 < 0.6)
2024-11-04,11917.9,LEAN BUY,0.41,Downtrend,10034.68,16625.94,0.1266,2.5,Bullish: Price above Parabolic SAR | Bullish: Volume surge (2.2x avg) on up day | Bullish: OBV above its moving average | Bullish: Price falling but OBV rising (accumulation),DISCIPLINE: Buying against downtrend — reduced conviction
2024-11-05,11861.07,HOLD,0.218,Downtrend,11505.24,12454.12,0.0000,0.0,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish: Price near R1 resistance (12263),PATIENCE: Conviction too low (0.22 < 0.6)
2024-11-06,11885.1,HOLD,0.397,Downtrend,11528.55,12479.36,0.0000,0.0,Bullish: Price above Parabolic SAR | ⚠ Low volume (0.5x avg) — weak conviction | Bullish: OBV above its moving average | Bullish: Price near S1 support (11822) | Bearish: Price near R1 resistance (11923),PATIENCE: Conviction too low (0.40 < 0.6)
2024-11-07,11605.93,HOLD,0.225,Downtrend,11257.75,12186.23,0.0000,0.0,"Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bullish: OBV above its moving average | Bearish Pattern: Bearish Engulfing (strength: 0.8) | Bullish: Price near S1 support (11811) | Bearish: Price near R1 resistance (11952)",PATIENCE: Conviction too low (0.22 < 0.6)
2024-11-08,12553.3,LEAN BUY,0.47,Downtrend,10834.5,16850.3,0.1461,2.5,Bullish: Price above EMA 9/21 stack | Bullish: Fresh EMA 9/21 golden cross | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing (strength: 0.8),DISCIPLINE: Buying against downtrend — reduced conviction
2024-11-11,13595.59,HOLD,0.241,Volatile / Uncertain,13187.72,14275.37,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (60.3) | Bearish: Stochastic overbought (91) | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band (potential resistance) | Bearish: Price near R1 resistance (13254),PATIENCE: Conviction too low (0.24 < 0.6)
2024-11-12,13306.31,HOLD,0.474,Volatile / Uncertain,12907.12,13971.63,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (82) | Bullish: OBV above its moving average,PATIENCE: Conviction too low (0.47 < 0.6)
2024-11-13,13557.33,HOLD,0.298,Volatile / Uncertain,13150.61,14235.2,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (90) | Bullish: OBV above its moving average | Bearish: Price near R1 resistance (13617),PATIENCE: Conviction too low (0.30 < 0.6)
2024-11-14,13086.53,HOLD,0.479,Volatile / Uncertain,12693.93,13740.86,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish Pattern: Bearish Engulfing (strength: 0.8) | Bullish: Price near S1 support (13343),PATIENCE: Conviction too low (0.48 < 0.6)
2024-11-15,13568.75,HOLD,0.487,Volatile / Uncertain,13161.69,14247.19,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (89) | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing (strength: 0.8) | Bearish: Price near R1 resistance (13490),PATIENCE: Conviction too low (0.49 < 0.6)
2024-11-18,13401.57,HOLD,0.579,Volatile / Uncertain,12999.52,14071.65,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (83) | ⚠ Low volume (0.5x avg) — weak conviction | Bullish: OBV above its moving average | Bullish: Price near S1 support (13083),PATIENCE: Conviction too low (0.58 < 0.6)
2024-11-19,12522.49,LEAN BUY,0.34,Downtrend,10808.37,16807.8,0.1461,2.5,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average,DISCIPLINE: Buying against downtrend — reduced conviction | Only 2 confirmations (need 3)
2024-11-20,11822.85,HOLD,0.462,Downtrend,11468.16,12413.99,0.0000,0.0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bullish: Price near S1 support (11826),PATIENCE: Conviction too low (0.46 < 0.6)
2024-11-21,11418.98,LEAN SELL,0.643,Downtrend,13162.06,7061.28,0.1310,2.5,Bearish: Price below Parabolic SAR | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bullish: Stochastic oversold (8) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bullish: Price near S1 support (11321),
2024-11-22,11352.27,HOLD,0.527,Downtrend,11011.7,11919.88,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Fresh EMA 9/21 death cross | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (6) | Bearish: OBV below its moving average | Bullish: Price near S1 support (11128),PATIENCE: Conviction too low (0.53 < 0.6)
2024-11-25,11215.22,HOLD,0.573,Downtrend,10878.76,11775.98,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (3) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bullish: Price near S1 support (11307) | Bearish: Price near R1 resistance (11427),PATIENCE: Conviction too low (0.57 < 0.6)
2024-11-26,10949.11,HOLD,0.387,Downtrend,10620.64,11496.57,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (39.7) | Bullish: Stochastic oversold (4) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bullish: Price near S1 support (11080),PATIENCE: Conviction too low (0.39 < 0.6)
2024-11-27,10980.5,HOLD,0.423,Downtrend,10651.08,11529.52,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (5) | Bearish: OBV below its moving average | Bullish: Price near S1 support (10711) | Bearish: Price near R1 resistance (11310),PATIENCE: Conviction too low (0.42 < 0.6)
2024-11-28,10213.37,HOLD,0.503,Downtrend,9906.97,10724.04,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (35.1) | Bullish: Stochastic oversold (6) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8),PATIENCE: Conviction too low (0.50 < 0.6)
2024-11-29,10110.62,HOLD,0.2,Downtrend,9807.3,10616.15,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (34.5) | Bullish: Stochastic oversold (4) | Bearish: OBV below its moving average | Bullish: Price near S1 support (9787),PATIENCE: Conviction too low (0.20 < 0.6)
2024-12-02,10683.72,HOLD,0.397,Downtrend,10363.21,11217.91,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (19) | Bearish: OBV below its moving average | Bullish Pattern: Bullish Engulfing (strength: 0.8) | Bearish: Price near R2 strong resistance (10378),PATIENCE: Conviction too low (0.40 < 0.6)
2024-12-03,10444.79,HOLD,0.2,Downtrend,10131.45,10967.03,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (39.1) | Bullish: Stochastic oversold (13) | Bearish: OBV below its moving average | Bullish: Price near S1 support (10178),PATIENCE: Conviction too low (0.20 < 0.6)
2024-12-04,10548.04,HOLD,0.423,Downtrend,10231.6,11075.44,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (15) | Bearish: OBV below its moving average | Bullish: Price near S1 support (10316) | Bearish: Price near R1 resistance (10696),PATIENCE: Conviction too low (0.42 < 0.6)
2024-12-05,10829.48,HOLD,0.479,Downtrend,10504.6,11370.95,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: Volume surge (1.5x avg) on up day | Bearish: OBV below its moving average | Bearish: Price near R1 resistance (10644),PATIENCE: Conviction too low (0.48 < 0.6)
2024-12-06,11369.29,HOLD,0.128,Downtrend,11028.21,11937.75,0.0000,0.0,Bullish: Price above Parabolic SAR | Bearish: OBV below its moving average | Bullish Pattern: Three White Soldiers (strength: 0.8) | Bearish: Price near R2 strong resistance (11224),PATIENCE: Conviction too low (0.13 < 0.6)
2024-12-09,11726.98,BUY,0.765,Volatile / Uncertain,10382.96,15087.03,0.1745,2.5,Bullish: Price above Parabolic SAR | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers (strength: 0.8) | Bearish: Price near R1 resistance (11757),
2024-12-10,10907.44,HOLD,0.179,Downtrend,10580.22,11452.81,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish Pattern: Bearish Engulfing (strength: 0.8) | Bullish: Price near S2 strong support (10865),PATIENCE: Conviction too low (0.18 < 0.6)
2024-12-11,10476.98,HOLD,0.206,Downtrend,10162.67,11000.83,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: OBV below its moving average | Bullish: Price near S1 support (10398),PATIENCE: Conviction too low (0.21 < 0.6)
2024-12-12,10349.58,SELL,0.651,Downtrend,11741.4,6870.02,0.1487,2.5,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bullish: Stochastic oversold (18) | Bearish: OBV below its moving average | Bullish: Price near S1 support (10128),
2024-12-13,9831.82,HOLD,0.349,Downtrend,9536.87,10323.41,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (37.1) | Bullish: Stochastic oversold (1) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows (strength: 0.8) | Bullish: Price near S2 strong support (10114),PATIENCE: Conviction too low (0.35 < 0.6)
2024-12-16,9661.04,HOLD,0.2,Downtrend,9371.21,10144.09,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (35.9) | Bullish: Stochastic oversold (3) | Bearish: OBV below its moving average | Bullish: Price near S1 support (9598),PATIENCE: Conviction too low (0.20 < 0.6)
2024-12-17,9543.19,HOLD,0.234,Downtrend,9256.89,10020.35,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (35.1) | Bullish: Stochastic oversold (9) | Bullish: Volume surge (1.6x avg) on up day | Bearish: OBV below its moving average | Bullish: Price near S1 support (9534) | Bearish: Price near R1 resistance (9847),PATIENCE: Conviction too low (0.23 < 0.6)
2024-12-18,9459.01,HOLD,0.33,Downtrend,9175.24,9931.96,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (34.5) | Bullish: Stochastic oversold (6) | Bearish: OBV below its moving average | Bullish: Price near S1 support (9337) | Bearish: Price near R1 resistance (9697),PATIENCE: Conviction too low (0.33 < 0.6)
2024-12-19,9114.34,HOLD,0.16,Downtrend,8840.91,9570.06,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (32.1) | Bullish: Stochastic oversold (5) | Bearish: OBV below its moving average | Bullish: Price near S2 strong support (9379),PATIENCE: Conviction too low (0.16 < 0.6)
2024-12-20,9318.39,HOLD,0.45,Downtrend,9038.84,9784.31,0.0000,0.0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (35.0) | Bullish: Stochastic oversold (11) | Bearish: OBV below its moving average | Bearish: Price near R1 resistance (9477),PATIENCE: Conviction too low (0.45 < 0.6)
2024-12-23,9805.12,HOLD,0.368,Downtrend,9510.97,10295.38,0.0000,0.0,"Bearish: Price below Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | Bearish: OBV below its moving average | Bearish: Price near R2 strong resistance (9628)",PATIENCE: Conviction too low (0.37 < 0.6)
2024-12-24,9877.29,HOLD,0.31,Downtrend,9580.97,10371.15,0.0000,0.0,"Bearish: Price below Parabolic SAR | Bullish: RSI positive divergence (price down, RSI up) | ⚠ Low volume (0.5x avg) — weak conviction | Bearish: OBV below its moving average | Bearish: Price near R1 resistance (10051)",PATIENCE: Conviction too low (0.31 < 0.6)
2024-12-25,9878.34,HOLD,0.374,Downtrend,9581.99,10372.26,0.0000,0.0,Bearish: Price below Parabolic SAR | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | ⚠ Low volume (0.5x avg) — weak conviction | Bearish: OBV below its moving average | Neutral Pattern: Doji (indecision) | Bullish: Price near S1 support (9761) | Bearish: Price near R1 resistance (9953),PATIENCE: Conviction too low (0.37 < 0.6)
2024-12-26,10583.34,LEAN BUY,0.378,Downtrend,9466.06,13376.54,0.1894,2.5,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers (strength: 0.8),DISCIPLINE: Buying against downtrend — reduced conviction
2024-12-27,10785.67,HOLD,0.474,Downtrend,10462.1,11324.95,0.0000,0.0,Bullish: Price above Parabolic SAR | Bullish: Volume surge (1.7x avg) on up day | Bullish: OBV above its moving average | Bearish: Price near R1 resistance (10912),PATIENCE: Conviction too low (0.47 < 0.6)
2024-12-30,11451.35,HOLD,0.462,Volatile / Uncertain,11107.81,12023.92,0.0000,0.0,Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (85) | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers (strength: 0.8),PATIENCE: Conviction too low (0.46 < 0.6)
2024-12-31,12005.17,HOLD,0.501,Volatile / Uncertain,11645.01,12605.43,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Fresh EMA 9/21 golden cross | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (63.8) | Bearish: Stochastic overbought (92) | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band (potential resistance) | Bullish Pattern: Three White Soldiers (strength: 0.8) | Bearish: Price near R1 resistance (11976),PATIENCE: Conviction too low (0.50 < 0.6)
2025-01-01,12155.37,HOLD,0.36,Volatile / Uncertain,11790.71,12763.14,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (64.9) | Bearish: Stochastic overbought (97) | Bullish: OBV above its moving average,PATIENCE: Conviction too low (0.36 < 0.6)
2025-01-02,11912.34,HOLD,0.291,Volatile / Uncertain,11554.97,12507.96,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (61.7) | Bearish: Stochastic overbought (89) | Bullish: OBV above its moving average | Bearish Pattern: Bearish Engulfing (strength: 0.8) | Bullish: Price near S1 support (12009),PATIENCE: Conviction too low (0.29 < 0.6)
2025-01-03,11460.8,BUY,0.81,Volatile / Uncertain,10259.31,14464.53,0.1908,2.5,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish: Price near S1 support (11699),
2025-01-06,11628.54,HOLD,0.445,Volatile / Uncertain,11279.68,12209.97,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (81) | Bullish: OBV above its moving average | Bullish: Price falling but OBV rising (accumulation) | Bearish: Price near R1 resistance (11852),PATIENCE: Conviction too low (0.45 < 0.6)
2025-01-07,12067.5,HOLD,0.222,Volatile / Uncertain,11705.48,12670.88,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (61.4) | Bearish: Stochastic overbought (94) | Bullish: OBV above its moving average | Bearish: Price near R1 resistance (11863),PATIENCE: Conviction too low (0.22 < 0.6)
2025-01-08,11647.96,HOLD,0.579,Volatile / Uncertain,11298.52,12230.36,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (81) | Bullish: OBV above its moving average | Bullish: Price near S1 support (11665),PATIENCE: Conviction too low (0.58 < 0.6)
2025-01-09,11453.31,HOLD,0.73,Volatile / Uncertain,11109.71,12025.98,0.0000,0.0,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish: Price near S1 support (11317),PATIENCE: Volatile conditions — need higher conviction
2025-01-10,11605.21,HOLD,0.474,Volatile / Uncertain,11257.05,12185.47,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish: Price near R1 resistance (11691),PATIENCE: Conviction too low (0.47 < 0.6)
2025-01-13,11477.58,HOLD,0.397,Volatile / Uncertain,11133.25,12051.46,0.0000,0.0,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish: Price near S1 support (11438) | Bearish: Price near R1 resistance (11700),PATIENCE: Conviction too low (0.40 < 0.6)
2025-01-14,11735.61,HOLD,0.633,Volatile / Uncertain,11383.54,12322.39,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing (strength: 0.8) | Bearish: Price near R1 resistance (11587),PATIENCE: Volatile conditions — need higher conviction
2025-01-15,11059.75,HOLD,0.146,Downtrend,10727.96,11612.74,0.0000,0.0,Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bearish Pattern: Bearish Engulfing (strength: 0.8) | Bullish: Price near S2 strong support (11202),PATIENCE: Conviction too low (0.15 < 0.6)
2025-01-16,11342.2,HOLD,0.52,Volatile / Uncertain,11001.93,11909.31,0.0000,0.0,"Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence (price up, RSI down) | Bullish: OBV above its moving average | Bearish: Price near R1 resistance (11622)",PATIENCE: Conviction too low (0.52 < 0.6)
2025-01-17,11163.49,HOLD,0.33,Downtrend,10828.59,11721.66,0.0000,0.0,Bearish: Price below Parabolic SAR | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bullish: Stochastic oversold (19) | Bullish: OBV above its moving average | Bullish: Price near S1 support (11064),PATIENCE: Conviction too low (0.33 < 0.6)
2025-01-20,10811.85,HOLD,0.167,Downtrend,10487.49,11352.44,0.0000,0.0,Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (7) | Bearish: OBV below its moving average | Bullish: Price near S1 support (11022),PATIENCE: Conviction too low (0.17 < 0.6)
2025-01-21,10833.75,HOLD,0.218,Downtrend,10508.74,11375.44,0.0000,0.0,Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (9) | Bearish: OBV below its moving average,PATIENCE: Conviction too low (0.22 < 0.6)
2025-01-22,11381.75,HOLD,0.42,Volatile / Uncertain,11040.3,11950.84,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average,PATIENCE: Conviction too low (0.42 < 0.6)
2025-01-23,11706.56,HOLD,0.416,Volatile / Uncertain,11355.36,12291.89,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers (strength: 0.8) | Bearish: Price near R1 resistance (11857),PATIENCE: Conviction too low (0.42 < 0.6)
2025-01-24,11200.16,HOLD,0.273,Volatile / Uncertain,10864.16,11760.17,0.0000,0.0,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish Pattern: Bearish Engulfing (strength: 0.8) | Bullish: Price near S1 support (11415),PATIENCE: Conviction too low (0.27 < 0.6)
2025-01-27,10823.36,HOLD,0.473,Downtrend,10498.66,11364.53,0.0000,0.0,Bullish: Price above Parabolic SAR | Bullish: Stochastic oversold (19) | Bearish: OBV below its moving average | Bullish: Price near S1 support (10899),PATIENCE: Conviction too low (0.47 < 0.6)
2025-01-28,11305.05,HOLD,0.633,Volatile / Uncertain,10965.9,11870.3,0.0000,0.0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing (strength: 0.8) | Bearish: Price near R1 resistance (11147),PATIENCE: Volatile conditions — need higher conviction
